2 249685                      
TIME		DATE	MODULE	EVENT_TYPE	THREAD	FUNCTION	MESSAGE
11:22:56	3235	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02C46E0A | QPR.PG.Plugin.dll | QPR.Utils.Types.pas | Utils.Types.bIsOfType | Line: 60
11:22:56	3240	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B75088 | QPR.PG.Plugin.dll | system.pas | _RaiseExcept | Line: 10814
11:22:56	3241	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02C3C003 | QPR.PG.Plugin.dll | QPR.Common.Exception.pas | Common.Exception.EQPRFatalException.RReRaiseNonQPRException | Line: 359
11:22:56	3241	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02C3BFE4 | QPR.PG.Plugin.dll | QPR.Common.Exception.pas | Common.Exception.EQPRFatalException.RReRaiseNonQPRException | Line: 358
11:22:56	3242	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02C3BBD2 | QPR.PG.Plugin.dll | QPR.Common.Exception.pas | Common.Exception.EQPRException.HandleException | Line: 240
11:22:56	3243	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B76688 | QPR.PG.Plugin.dll | system.pas | _FinalizeRecord | Line: 15029
11:22:56	3243	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B74786 | QPR.PG.Plugin.dll | system.pas | TObject.CleanupInstance | Line: 8936
11:22:56	3244	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x7C809AB4 | kernel32.dll |  | VirtualAllocEx | Line: 0
11:22:56	3245	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x7C809A72 | kernel32.dll |  | VirtualAllocEx | Line: 0
11:22:56	3246	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x7C809A64 | kernel32.dll |  | VirtualAlloc | Line: 0
11:22:56	3247	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B731B4 | QPR.PG.Plugin.dll | system.pas | _FreeMem | Line: 2699
11:22:56	3247	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B731B0 | QPR.PG.Plugin.dll | system.pas | _FreeMem | Line: 2697
11:22:56	3248	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B757D4 | QPR.PG.Plugin.dll | system.pas | _LStrClr | Line: 12226
11:22:56	3249	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B757B8 | QPR.PG.Plugin.dll | system.pas | _LStrClr | Line: 12215
11:22:56	3250	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B7671E | QPR.PG.Plugin.dll | system.pas | _FinalizeArray | Line: 15176
11:22:56	3250	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B766D4 | QPR.PG.Plugin.dll | system.pas | _FinalizeArray | Line: 15134
11:22:56	3251	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B766A8 | QPR.PG.Plugin.dll | system.pas | _FinalizeRecord | Line: 15048
11:22:56	3252	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B76688 | QPR.PG.Plugin.dll | system.pas | _FinalizeRecord | Line: 15029
11:22:56	3253	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B731B4 | QPR.PG.Plugin.dll | system.pas | _FreeMem | Line: 2699
11:22:56	3253	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B731B0 | QPR.PG.Plugin.dll | system.pas | _FreeMem | Line: 2697
11:22:56	3254	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B757D4 | QPR.PG.Plugin.dll | system.pas | _LStrClr | Line: 12226
11:22:56	3255	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B757B8 | QPR.PG.Plugin.dll | system.pas | _LStrClr | Line: 12215
11:22:56	3256	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B7671E | QPR.PG.Plugin.dll | system.pas | _FinalizeArray | Line: 15176
11:22:56	3256	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B766D4 | QPR.PG.Plugin.dll | system.pas | _FinalizeArray | Line: 15134
11:22:56	3257	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B766A8 | QPR.PG.Plugin.dll | system.pas | _FinalizeRecord | Line: 15048
11:22:56	3258	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02C3BA48 | QPR.PG.Plugin.dll | QPR.Common.Exception.pas | Common.Exception.EQPRException.HandleException | Line: 203
11:22:56	3259	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02C3BCC7 | QPR.PG.Plugin.dll | QPR.Common.Exception.pas | Common.Exception.EQPRException.HandleException | Line: 264
11:22:56	3259	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02C3BC84 | QPR.PG.Plugin.dll | QPR.Common.Exception.pas | Common.Exception.EQPRException.HandleException | Line: 258
11:22:56	3260	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02E1FBAC | QPR.PG.Plugin.dll | QPR.PG.Clients.Model.Entry.pas | PG.Clients.Model.Entry.CModelListEntry.FCreateManagersFromRepositor | Line: 891
11:22:56	3261	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x004059B0 | QPRWas.exe | QPR.WAS.Common.Texts.pas |  | Line: 1265
11:22:56	3262	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x004058E0 | QPRWas.exe | QPR.WAS.Common.Texts.pas |  | Line: 1252
11:22:56	3263	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x004066CE | QPRWas.exe | QPR.SC.Clients.Texts.pas |  | Line: 674
11:22:56	3263	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x00406684 | QPRWas.exe | QPR.SC.Clients.Texts.pas |  | Line: 669
11:22:56	3264	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x00406658 | QPRWas.exe | QPR.SC.Clients.Texts.pas |  | Line: 666
11:22:56	3266	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x004058E0 | QPRWas.exe | QPR.WAS.Common.Texts.pas |  | Line: 1252
11:22:56	3267	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x005E6DD6 | QPRWas.exe | QPR.WAS.Server.Log.pas | WAS.Server.Log.CLogFile.dtWriteToLog | Line: 304
11:22:56	3268	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02E54EB8 | QPR.PG.Plugin.dll | QPR.PG.Clients.ViewManager.Modeling.pas | PG.Clients.ViewManager.Modeling.CModelingViewManager.SaveFCHierarch | Line: 5700
11:22:56	3268	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02E4D97E | QPR.PG.Plugin.dll | QPR.PG.Clients.ViewManager.Modeling.pas | PG.Clients.ViewManager.Modeling.CModelingViewManager.Destroy | Line: 1016
11:22:56	3269	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B75088 | QPR.PG.Plugin.dll | system.pas | _RaiseExcept | Line: 10814
11:22:56	3270	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02EDFAF9 | QPR.PG.Plugin.dll | QPR.PG.Clients.ObjectManager.pas | PG.Clients.ObjectManager.CObjectManager.DropObject | Line: 1492
11:22:56	3271	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B74AB2 | QPR.PG.Plugin.dll | system.pas | _ClassCreate | Line: 9502
11:22:56	3271	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B75088 | QPR.PG.Plugin.dll | system.pas | _RaiseExcept | Line: 10814
11:22:56	3272	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02EDFAF9 | QPR.PG.Plugin.dll | QPR.PG.Clients.ObjectManager.pas | PG.Clients.ObjectManager.CObjectManager.DropObject | Line: 1492
11:22:56	3273	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B731B4 | QPR.PG.Plugin.dll | system.pas | _FreeMem | Line: 2699
11:22:56	3274	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B731B0 | QPR.PG.Plugin.dll | system.pas | _FreeMem | Line: 2697
11:22:56	3274	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B757D4 | QPR.PG.Plugin.dll | system.pas | _LStrClr | Line: 12226
11:22:56	3275	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B757B8 | QPR.PG.Plugin.dll | system.pas | _LStrClr | Line: 12215
11:22:56	3276	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B758CB | QPR.PG.Plugin.dll | system.pas | _LStrFromPCharLen | Line: 12476
11:22:56	3277	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B7493C | QPR.PG.Plugin.dll | system.pas | TObject.InheritsFrom | Line: 9231
11:22:56	3277	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B748AA | QPR.PG.Plugin.dll | system.pas | _IsClass | Line: 9077
11:22:56	3278	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B7489C | QPR.PG.Plugin.dll | system.pas | _IsClass | Line: 9076
11:22:56	3279	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02C46D6E | QPR.PG.Plugin.dll | QPR.Utils.Types.pas | Utils.Types.bIsOfType | Line: 45
11:22:56	3280	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B757B8 | QPR.PG.Plugin.dll | system.pas | _LStrClr | Line: 12215
11:22:56	3280	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02C46E0A | QPR.PG.Plugin.dll | QPR.Utils.Types.pas | Utils.Types.bIsOfType | Line: 60
11:22:56	3281	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B75088 | QPR.PG.Plugin.dll | system.pas | _RaiseExcept | Line: 10814
11:22:56	3282	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02EDFAF9 | QPR.PG.Plugin.dll | QPR.PG.Clients.ObjectManager.pas | PG.Clients.ObjectManager.CObjectManager.DropObject | Line: 1492
11:22:56	3283	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02EDFA3C | QPR.PG.Plugin.dll | QPR.PG.Clients.ObjectManager.pas | PG.Clients.ObjectManager.CObjectManager.DropObject | Line: 1474
11:22:56	3283	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02E6E2BB | QPR.PG.Plugin.dll | QPR.PG.Clients.ViewManager.pas | PG.Clients.ViewManager.CViewManager.DropObject | Line: 616
11:22:56	3284	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B93CF4 | QPR.PG.Plugin.dll | Classes.pas | TList.IndexOf | Line: 3016
11:22:56	3285	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02E59907 | QPR.PG.Plugin.dll | QPR.PG.Clients.ViewManager.Modeling.pas | PG.Clients.ViewManager.Modeling.CModelingViewManager.RDeletingObjec | Line: 8763
11:22:56	3286	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02EE4A66 | QPR.PG.Plugin.dll | QPR.PG.Clients.ObjectManager.pas | PG.Clients.ObjectManager.CBaseObject.FPrepareForDeletion | Line: 4640
11:22:56	3287	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02EE49C8 | QPR.PG.Plugin.dll | QPR.PG.Clients.ObjectManager.pas | PG.Clients.ObjectManager.CBaseObject.FPrepareForDeletion | Line: 4632
11:22:56	3287	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02EE4997 | QPR.PG.Plugin.dll | QPR.PG.Clients.ObjectManager.pas | PG.Clients.ObjectManager.CBaseObject.Destroy | Line: 4625
11:22:56	3288	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B74AB2 | QPR.PG.Plugin.dll | system.pas | _ClassCreate | Line: 9502
11:22:56	3289	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B75088 | QPR.PG.Plugin.dll | system.pas | _RaiseExcept | Line: 10814
11:22:56	3289	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02C3BFD9 | QPR.PG.Plugin.dll | QPR.Common.Exception.pas | Common.Exception.EQPRFatalException.RReRaiseException | Line: 354
11:22:56	3290	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B731B4 | QPR.PG.Plugin.dll | system.pas | _FreeMem | Line: 2699
11:22:56	3290	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B731B0 | QPR.PG.Plugin.dll | system.pas | _FreeMem | Line: 2697
11:22:56	3291	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B757D4 | QPR.PG.Plugin.dll | system.pas | _LStrClr | Line: 12226
11:22:56	3291	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B757B8 | QPR.PG.Plugin.dll | system.pas | _LStrClr | Line: 12215
11:22:56	3292	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B758CB | QPR.PG.Plugin.dll | system.pas | _LStrFromPCharLen | Line: 12476
11:22:56	3292	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B75088 | QPR.PG.Plugin.dll | system.pas | _RaiseExcept | Line: 10814
11:22:56	3293	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02C3BFD9 | QPR.PG.Plugin.dll | QPR.Common.Exception.pas | Common.Exception.EQPRFatalException.RReRaiseException | Line: 354
11:22:56	3293	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B731B4 | QPR.PG.Plugin.dll | system.pas | _FreeMem | Line: 2699
11:22:56	3295	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B731B0 | QPR.PG.Plugin.dll | system.pas | _FreeMem | Line: 2697
11:22:56	3295	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B757D4 | QPR.PG.Plugin.dll | system.pas | _LStrClr | Line: 12226
11:22:56	3296	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B757B8 | QPR.PG.Plugin.dll | system.pas | _LStrClr | Line: 12215
11:22:56	3296	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02C46E0A | QPR.PG.Plugin.dll | QPR.Utils.Types.pas | Utils.Types.bIsOfType | Line: 60
11:22:56	3297	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B75088 | QPR.PG.Plugin.dll | system.pas | _RaiseExcept | Line: 10814
11:22:56	3298	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02C3BFD9 | QPR.PG.Plugin.dll | QPR.Common.Exception.pas | Common.Exception.EQPRFatalException.RReRaiseException | Line: 354
11:22:56	3299	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02C3BACD | QPR.PG.Plugin.dll | QPR.Common.Exception.pas | Common.Exception.EQPRException.HandleException | Line: 211
11:22:56	3299	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02C3BA48 | QPR.PG.Plugin.dll | QPR.Common.Exception.pas | Common.Exception.EQPRException.HandleException | Line: 203
11:22:56	3300	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02C3BCC7 | QPR.PG.Plugin.dll | QPR.Common.Exception.pas | Common.Exception.EQPRException.HandleException | Line: 264
11:22:56	3300	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02C3BC84 | QPR.PG.Plugin.dll | QPR.Common.Exception.pas | Common.Exception.EQPRException.HandleException | Line: 258
11:22:56	3301	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02EE4584 | QPR.PG.Plugin.dll | QPR.PG.Clients.ObjectManager.pas | PG.Clients.ObjectManager.CBaseObject.CreateFromRepositoryStream | Line: 4512
11:22:56	3301	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B75088 | QPR.PG.Plugin.dll | system.pas | _RaiseExcept | Line: 10814
11:22:56	3302	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02C3BFD9 | QPR.PG.Plugin.dll | QPR.Common.Exception.pas | Common.Exception.EQPRFatalException.RReRaiseException | Line: 354
11:22:56	3302	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B731B4 | QPR.PG.Plugin.dll | system.pas | _FreeMem | Line: 2699
11:22:56	3303	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B731B0 | QPR.PG.Plugin.dll | system.pas | _FreeMem | Line: 2697
11:22:56	3303	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B757D4 | QPR.PG.Plugin.dll | system.pas | _LStrClr | Line: 12226
11:22:56	3304	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B757B8 | QPR.PG.Plugin.dll | system.pas | _LStrClr | Line: 12215
11:22:56	3304	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B758CB | QPR.PG.Plugin.dll | system.pas | _LStrFromPCharLen | Line: 12476
11:22:56	3305	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B75088 | QPR.PG.Plugin.dll | system.pas | _RaiseExcept | Line: 10814
11:22:56	3305	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02C3BFD9 | QPR.PG.Plugin.dll | QPR.Common.Exception.pas | Common.Exception.EQPRFatalException.RReRaiseException | Line: 354
11:22:56	3306	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B731B4 | QPR.PG.Plugin.dll | system.pas | _FreeMem | Line: 2699
11:22:56	3306	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B731B0 | QPR.PG.Plugin.dll | system.pas | _FreeMem | Line: 2697
11:22:56	3307	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B757D4 | QPR.PG.Plugin.dll | system.pas | _LStrClr | Line: 12226
11:22:56	3307	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B757B8 | QPR.PG.Plugin.dll | system.pas | _LStrClr | Line: 12215
11:22:56	3308	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02C46E0A | QPR.PG.Plugin.dll | QPR.Utils.Types.pas | Utils.Types.bIsOfType | Line: 60
11:22:56	3308	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B75088 | QPR.PG.Plugin.dll | system.pas | _RaiseExcept | Line: 10814
11:22:56	3309	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02C3BFD9 | QPR.PG.Plugin.dll | QPR.Common.Exception.pas | Common.Exception.EQPRFatalException.RReRaiseException | Line: 354
11:22:56	3309	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02C3BACD | QPR.PG.Plugin.dll | QPR.Common.Exception.pas | Common.Exception.EQPRException.HandleException | Line: 211
11:22:56	3310	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02C3BA48 | QPR.PG.Plugin.dll | QPR.Common.Exception.pas | Common.Exception.EQPRException.HandleException | Line: 203
11:22:56	3310	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02C3BCC7 | QPR.PG.Plugin.dll | QPR.Common.Exception.pas | Common.Exception.EQPRException.HandleException | Line: 264
11:22:56	3311	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02C3BC84 | QPR.PG.Plugin.dll | QPR.Common.Exception.pas | Common.Exception.EQPRException.HandleException | Line: 258
11:22:56	3311	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02D65B60 | QPR.PG.Plugin.dll | QPR.PG.Clients.ViewObject.Box.pas | PG.Clients.ViewObject.Box.CBox.ReadData | Line: 468
11:22:56	3312	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B75088 | QPR.PG.Plugin.dll | system.pas | _RaiseExcept | Line: 10814
11:22:56	3312	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02C3BFD9 | QPR.PG.Plugin.dll | QPR.Common.Exception.pas | Common.Exception.EQPRFatalException.RReRaiseException | Line: 354
11:22:56	3313	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B731B4 | QPR.PG.Plugin.dll | system.pas | _FreeMem | Line: 2699
11:22:56	3313	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B731B0 | QPR.PG.Plugin.dll | system.pas | _FreeMem | Line: 2697
11:22:56	3314	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B757D4 | QPR.PG.Plugin.dll | system.pas | _LStrClr | Line: 12226
11:22:56	3314	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B757B8 | QPR.PG.Plugin.dll | system.pas | _LStrClr | Line: 12215
11:22:56	3315	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B758CB | QPR.PG.Plugin.dll | system.pas | _LStrFromPCharLen | Line: 12476
11:22:56	3315	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B75088 | QPR.PG.Plugin.dll | system.pas | _RaiseExcept | Line: 10814
11:22:56	3316	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02C3BFD9 | QPR.PG.Plugin.dll | QPR.Common.Exception.pas | Common.Exception.EQPRFatalException.RReRaiseException | Line: 354
11:22:56	3316	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B731B4 | QPR.PG.Plugin.dll | system.pas | _FreeMem | Line: 2699
11:22:56	3317	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B731B0 | QPR.PG.Plugin.dll | system.pas | _FreeMem | Line: 2697
11:22:56	3317	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B757D4 | QPR.PG.Plugin.dll | system.pas | _LStrClr | Line: 12226
11:22:56	3318	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B757B8 | QPR.PG.Plugin.dll | system.pas | _LStrClr | Line: 12215
11:22:56	3318	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02C46E0A | QPR.PG.Plugin.dll | QPR.Utils.Types.pas | Utils.Types.bIsOfType | Line: 60
11:22:56	3319	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B75088 | QPR.PG.Plugin.dll | system.pas | _RaiseExcept | Line: 10814
11:22:56	3319	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02C3BFD9 | QPR.PG.Plugin.dll | QPR.Common.Exception.pas | Common.Exception.EQPRFatalException.RReRaiseException | Line: 354
11:22:56	3320	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02C3BACD | QPR.PG.Plugin.dll | QPR.Common.Exception.pas | Common.Exception.EQPRException.HandleException | Line: 211
11:22:56	3320	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02C3BA48 | QPR.PG.Plugin.dll | QPR.Common.Exception.pas | Common.Exception.EQPRException.HandleException | Line: 203
11:22:56	3321	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02C3BCC7 | QPR.PG.Plugin.dll | QPR.Common.Exception.pas | Common.Exception.EQPRException.HandleException | Line: 264
11:22:56	3321	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02C3BC84 | QPR.PG.Plugin.dll | QPR.Common.Exception.pas | Common.Exception.EQPRException.HandleException | Line: 258
11:22:56	3322	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02D92CBA | QPR.PG.Plugin.dll | QPR.PG.Clients.ViewObject.Symbol.pas | PG.Clients.ViewObject.Symbol.CConnectableSymbol.ReadData | Line: 4203
11:22:56	3322	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B75088 | QPR.PG.Plugin.dll | system.pas | _RaiseExcept | Line: 10814
11:22:56	3323	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02C3C003 | QPR.PG.Plugin.dll | QPR.Common.Exception.pas | Common.Exception.EQPRFatalException.RReRaiseNonQPRException | Line: 359
11:22:56	3324	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B731B4 | QPR.PG.Plugin.dll | system.pas | _FreeMem | Line: 2699
11:22:56	3325	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B731B0 | QPR.PG.Plugin.dll | system.pas | _FreeMem | Line: 2697
11:22:56	3325	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B757D4 | QPR.PG.Plugin.dll | system.pas | _LStrClr | Line: 12226
11:22:56	3326	03/26/08	PGPLUGIN	Error	ID:2052	Stack Trace:	Thread: 2052 | 0x02B757B8 | QPR.PG.Plugin.dll | system.pas | _LStrClr | Line: 12215
